"Sociedad","Periodo","Ejercicio","NªDocumento SAP","Division","Fecha Contable","Tip.Document","Tip.Comproba","  Numero Factura","Cod.Proveedor SAP","Nombre Proveedor","Pais Provee","      CUIT"," Importe Factura"," Percepción IIBB","Total Otros Impues"," Tasa IVA","   Importe IVA","Exento 7 No Imponi","Importe Percepción","Importe Ret. IVA T","Moneda"
"  AR01","6","2022","1100008189","162","2016","     FA","     A","1194","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","0","0","0","10.5","  2,250.25 ","0","0","0"," ARS"
"  AR01","6","2022","8000129742","164","2016","","","1195","","","","","0","0","0","10.5","  149.63 ","-1,574.68","0","0"," ARS"
"  AR01","6","2022","8000132239","163","2016","","","1196","","","","","0","0","0","10.5","  989.23 ","-10,551.79","0","0"," ARS"
"  AR01","6","2022","8000132240","164","2016","","","1197","","","","","0","0","0","10.5","  81.49 ","-857.59","0","0"," ARS"
"  AR01","6","2022","8000132618","164","2016","","","1198","","","","","0","0","0","10.5","  847.17 ","-9,036.48","0","0"," ARS"
"  AR01","6","2022","8000137305","163","2016","","","1199","","","","","0","0","0","10.5","  633.26 ","-6,754.77","0","0"," ARS"
"  AR01","6","2022","8000137592","164","2016","","","1200","","","","","0","0","0","10.5","  233.50 ","-2,457.31","0","0"," ARS"
"  AR01","6","2022","8000139127","163","2016","","","1201","","","","","0","0","0","10.5","  1,085.19 ","-11,575.36","0","0"," ARS"
"  AR01","6","2022","8000143132","164","2016","","","1202","","","","","0","0","0","10.5","  646.59 ","-6,896.96","0","0"," ARS"
"  AR01","6","2022","8000150238","163","2016","","","1203","","","","","0","0","0","10.5","  43.25 ","-455.15","0","0"," ARS"
"  AR01","6","2022","8000153768","163","2016","","","1204","","","","","0","0","0","10.5","  458.61 ","-4,891.84","0","0"," ARS"
"  AR01","6","2022","8000155670","163","2016","","","1205","","","","","0","0","0","10.5","  710.38 ","-7,577.38","0","0"," ARS"
"  AR01","6","2022","1100002944","163","2016","     FA","     A","1206","74748","PODIO REFRIGERACION SRL","    AR","30713188405","30891","0","0","21","  5,361.30 ","0","0","0"," ARS"
"  AR01","6","2022","1100003436","161","2016","     FA","     A","1207","33977","OTIS ARGENTINA S.A.","    AR","30516960724","0","0","0","21","  2,107.35 ","0","0","0"," ARS"
"  AR01","6","2022","1100003466","161","2016","     FA","     A","1208","33977","OTIS ARGENTINA S.A.","    AR","30516960724","0","0","0","21","  2,507.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100003766","160","2016","     FA","     A","1209","40240","MAILCAR SRL","    AR","30705463367","0","0","0","21","  157.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100003837","160","2016","     FA","     A","1210","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","21","  1,452.90 ","0","0","0"," ARS"
"  AR01","6","2022","1100004306","5430","2016","     NC","     A","1211","34178","DEL YESSO SEBASTIAN","    AR","20251289078","-3150","0","0","21","- 546.68 ","0","0","0"," ARS"
"  AR01","6","2022","1100004956","160","2016","     FA","     A","1212","34001","VERONICA S.A.","    AR","30500979824","0","0","0","21","  2,857.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100005631","9509","2016","     FA","     A","1213","48024","CONSENSUS ARGENTINA SA","    AR","30707964606","21236","0","0","21","  3,685.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100005716","5433","2016","     FA","     A","1214","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","21","  10,961.19 ","0","0","0"," ARS"
"  AR01","6","2022","1100005929","5435","2016","     FA","     A","1215","73354","RANDSTAD ARGENTINA S A","    AR","30700480239","194005","0","0","21","  33,670.33 ","0","0","0"," ARS"
"  AR01","6","2022","1100005974","164","2016","     FA","     A","1216","74748","PODIO REFRIGERACION SRL","    AR","30713188405","32065","0","0","21","  5,565.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006007","169","2016","     FA","     A","1217","74978","TODO VERDE S.A.S.","    AR","30717328716","5729","0","0","21","  994.35 ","0","0","0"," ARS"
"  AR01","6","2022","1100006008","169","2016","     FA","     A","1218","74978","TODO VERDE S.A.S.","    AR","30717328716","10000","0","0","21","  1,735.54 ","0","0","0"," ARS"
"  AR01","6","2022","1100006009","169","2016","     FA","     A","1219","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","0","0","0","21","  1,738.80 ","0","0","0"," ARS"
"  AR01","6","2022","1100006018","169","2016","     FA","     A","1220","53061","ROVLAN S.A.","    AR","30711379521","44658","0","0","21","  7,655.61 ","0","0","0"," ARS"
"  AR01","6","2022","1100006019","169","2016","     FA","     A","1221","53061","ROVLAN S.A.","    AR","30711379521","34989","0","0","21","  5,998.10 ","0","0","0"," ARS"
"  AR01","6","2022","1100006027","160","2016","     FA","     A","1222","33991","TAMALLANCOS S.A.","    AR","33643235949","0","0","0","21","  1,005.90 ","0","0","0"," ARS"
"  AR01","6","2022","1100006035","5433","2016","     FA","     A","1223","34027","EGOX SRL","    AR","30560260233","62799","0","0","21","  10,899.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006047","5430","2017","     FA","     A","1224","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  625.19 ","0","0","0"," ARS"
"  AR01","6","2022","1100006048","5435","2017","     FA","     A","1225","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  4,725.98 ","0","0","0"," ARS"
"  AR01","6","2022","1100006049","5435","2017","     FA","     A","1226","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  1,811.04 ","0","0","0"," ARS"
"  AR01","6","2022","1100006050","162","2017","     FA","     A","1227","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  934.09 ","0","0","0"," ARS"
"  AR01","6","2022","1100006051","160","2017","     FA","     A","1228","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  1,321.38 ","0","0","0"," ARS"
"  AR01","6","2022","1100006052","161","2017","     FA","     A","1229","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  1,266.17 ","0","0","0"," ARS"
"  AR01","6","2022","1100006053","160","2017","     FA","     A","1230","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  543.32 ","0","0","0"," ARS"
"  AR01","6","2022","1100006054","5430","2017","     FA","     A","1231","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  548.06 ","0","0","0"," ARS"
"  AR01","6","2022","1100006055","162","2017","     FA","     A","1232","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  675.63 ","0","0","0"," ARS"
"  AR01","6","2022","1100006056","5433","2017","     FA","     A","1233","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  1,428.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006057","5435","2017","     FA","     A","1234","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  1,088.94 ","0","0","0"," ARS"
"  AR01","6","2022","1100006058","5433","2017","     FA","     A","1235","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","21","  1,446.48 ","0","0","0"," ARS"
"  AR01","6","2022","1100006059","5430","2017","     FA","     A","1236","51335","JULIA INES FERRAMOSCA","    AR","27233276168","61153","0","0","21","  10,613.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100006060","161","2017","     FA","     A","1237","51335","JULIA INES FERRAMOSCA","    AR","27233276168","5034","0","0","21","  873.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006079","5433","2017","     FA","     A","1238","71740","JUGO PRESS SA","    AR","30715395343","15198","0","0","21","  2,637.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006080","5433","2017","     FA","     A","1239","71740","JUGO PRESS SA","    AR","30715395343","11398","0","0","21","  1,978.20 ","0","0","0"," ARS"
"  AR01","6","2022","1100006081","5433","2017","     FA","     A","1240","71740","JUGO PRESS SA","    AR","30715395343","8222","0","0","21","  1,426.95 ","0","0","0"," ARS"
"  AR01","6","2022","1100006082","5433","2017","     FA","     A","1241","71740","JUGO PRESS SA","    AR","30715395343","10775","0","0","21","  1,870.05 ","0","0","0"," ARS"
"  AR01","6","2022","1100006083","164","2017","     FA","     A","1242","33951","LA VALVA FRANCISCO ALBERTO","    AR","20065131871","4253","0","0","21","  738.20 ","0","0","0"," ARS"
"  AR01","6","2022","1100006086","5435","2017","     FA","     A","1243","71740","JUGO PRESS SA","    AR","30715395343","17690","0","0","21","  3,070.20 ","0","0","0"," ARS"
"  AR01","6","2022","1100006090","162","2017","     FA","     A","1244","34040","VOLF S.A","    AR","30504363879","0","0","0","21","  4,922.24 ","0","0","0"," ARS"
"  AR01","6","2022","1100006108","5435","2017","     FA","     A","1245","34108","TECNICAS MODERNAS DE MEDICION","    AR","30709429325","57458","0","0","21","  9,972.06 ","0","0","0"," ARS"
"  AR01","6","2022","1100006110","164","2017","     FA","     A","1246","33948","LA CAMIONERA MENDOCINA S.R.L.","    AR","33531122599","8145","0","0","21","  1,413.58 ","0","0","0"," ARS"
"  AR01","6","2022","1100006112","5433","2017","     FA","     A","1247","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  1,827.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006113","5433","2017","     FA","     A","1248","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006114","5433","2017","     FA","     A","1249","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  1,370.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100006115","5433","2017","     FA","     A","1250","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  1,370.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100006118","5435","2017","     FA","     A","1251","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  2,283.75 ","0","0","0"," ARS"
"  AR01","6","2022","1100006119","5435","2017","     FA","     A","1252","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  2,283.75 ","0","0","0"," ARS"
"  AR01","6","2022","1100006120","5435","2017","     FA","     A","1253","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  1,827.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006123","5430","2017","     FA","     A","1254","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006124","5430","2017","     FA","     A","1255","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  1,827.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006125","5430","2017","     FA","     A","1256","34054","OTI ALIMENTOS S.A.","    AR","33707336469","28677","0","0","21","  1,827.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006126","5430","2017","     FA","     A","1257","34054","OTI ALIMENTOS S.A.","    AR","33707336469","90802","0","0","21","  8,221.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006127","5430","2017","     FA","     A","1258","34054","OTI ALIMENTOS S.A.","    AR","33707336469","10614","0","0","21","  1,827.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006130","161","2017","     FA","     A","1259","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  456.75 ","0","0","0"," ARS"
"  AR01","6","2022","1100006131","161","2017","     FA","     A","1260","34054","OTI ALIMENTOS S.A.","    AR","33707336469","5307","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006132","161","2017","     FA","     A","1261","34054","OTI ALIMENTOS S.A.","    AR","33707336469","15543","0","0","21","  1,370.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100006134","162","2017","     FA","     A","1262","34054","OTI ALIMENTOS S.A.","    AR","33707336469","5307","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006135","162","2017","     FA","     A","1263","34054","OTI ALIMENTOS S.A.","    AR","33707336469","12109","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006136","160","2017","     FA","     A","1264","34054","OTI ALIMENTOS S.A.","    AR","33707336469","7961","0","0","21","  1,370.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100006138","160","2017","     FA","     A","1265","34054","OTI ALIMENTOS S.A.","    AR","33707336469","5307","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006139","160","2017","     FA","     A","1266","34054","OTI ALIMENTOS S.A.","    AR","33707336469","5307","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006140","160","2017","     FA","     A","1267","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","21","  1,827.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006141","160","2017","     FA","     A","1268","34054","OTI ALIMENTOS S.A.","    AR","33707336469","5307","0","0","21","  913.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006142","162","2017","     FA","     A","1269","33991","TAMALLANCOS S.A.","    AR","33643235949","0","0","0","21","  6,827.10 ","0","0","0"," ARS"
"  AR01","6","2022","1100006143","5430","2017","     FA","2","1270","34175","N B S NUEVO BAZAR S.R.L","    AR","30707738096","72479","0","0","21","  12,579.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006144","5435","2017","     FA","2","1271","34175","N B S NUEVO BAZAR S.R.L","    AR","30707738096","72479","0","0","21","  12,579.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006145","163","2017","     FA","2","1272","34175","N B S NUEVO BAZAR S.R.L","    AR","30707738096","48400","0","0","21","  8,400.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006146","163","2017","     FA","2","1273","34175","N B S NUEVO BAZAR S.R.L","    AR","30707738096","193600","0","0","21","  33,600.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006147","5430","2017","     FA","2","1274","34175","N B S NUEVO BAZAR S.R.L","    AR","30707738096","33498","0","0","21","  5,813.64 ","0","0","0"," ARS"
"  AR01","6","2022","1100006148","164","2017","     FA","2","1275","34175","N B S NUEVO BAZAR S.R.L","    AR","30707738096","64130","0","0","21","  11,130.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006149","169","2017","     FA","     A","1276","33586","LUIS JOSE ABDALA","    AR","30699539453","0","0","0","21","  19,454.04 ","0","0","0"," ARS"
"  AR01","6","2022","1100006151","5435","2017","     FA","     A","1277","33991","TAMALLANCOS S.A.","    AR","33643235949","0","0","0","21","  7,219.80 ","0","0","0"," ARS"
"  AR01","6","2022","1100006156","169","2017","     FA","     A","1278","37726","PAN DE VIDA S.R.L.","    AR","30708064986","5200","0","0","21","  902.49 ","0","0","0"," ARS"
"  AR01","6","2022","1100006167","5433","2017","     FA","     A","1279","71740","JUGO PRESS SA","    AR","30715395343","13038","0","0","21","  2,262.75 ","0","0","0"," ARS"
"  AR01","6","2022","1100006168","5433","2017","     FA","     A","1280","71740","JUGO PRESS SA","    AR","30715395343","10315","0","0","21","  1,790.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100006173","161","2017","     FA","     A","1281","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  1,744.90 ","0","0","0"," ARS"
"  AR01","6","2022","1100006174","162","2017","     FA","     A","1282","71740","JUGO PRESS SA","    AR","30715395343","6165","0","0","21","  1,069.95 ","0","0","0"," ARS"
"  AR01","6","2022","1100006175","162","2017","     FA","     A","1283","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  2,734.76 ","0","0","0"," ARS"
"  AR01","6","2022","1100006176","162","2017","     FA","     A","1284","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  2,227.09 ","0","0","0"," ARS"
"  AR01","6","2022","1100006178","161","2017","     FA","     A","1285","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  2,345.58 ","0","0","0"," ARS"
"  AR01","6","2022","1100006179","161","2017","     FA","     A","1286","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  4,000.35 ","0","0","0"," ARS"
"  AR01","6","2022","1100006184","163","2017","     FA","     A","1287","33948","LA CAMIONERA MENDOCINA S.R.L.","    AR","33531122599","10771","0","0","21","  1,869.36 ","0","0","0"," ARS"
"  AR01","6","2022","1100006185","5433","2017","     FA","     A","1288","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  5,168.32 ","0","0","0"," ARS"
"  AR01","6","2022","1100006186","5433","2017","     FA","     A","1289","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  1,694.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100006187","5433","2017","     FA","     A","1290","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  7,500.15 ","0","0","0"," ARS"
"  AR01","6","2022","1100006188","5433","2017","     FA","     A","1291","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  3,331.71 ","0","0","0"," ARS"
"  AR01","6","2022","1100006189","5433","2017","     FA","     A","1292","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  6,232.38 ","0","0","0"," ARS"
"  AR01","6","2022","1100006190","5433","2017","     FA","     A","1293","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  6,812.31 ","0","0","0"," ARS"
"  AR01","6","2022","1100006192","162","2017","     FA","     A","1294","34754","GUSTAVO ADRIAN LAZZARINO","    AR","20184434270","37873","0","0","21","  6,573.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006194","5435","2017","     FA","     A","1295","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  1,244.62 ","0","0","0"," ARS"
"  AR01","6","2022","1100006195","5435","2017","     FA","     A","1296","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  5,546.95 ","0","0","0"," ARS"
"  AR01","6","2022","1100006196","5435","2017","     FA","     A","1297","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  1,267.53 ","0","0","0"," ARS"
"  AR01","6","2022","1100006197","5435","2017","     FA","     A","1298","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  2,155.72 ","0","0","0"," ARS"
"  AR01","6","2022","1100006198","5435","2017","     FA","     A","1299","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  2,485.51 ","0","0","0"," ARS"
"  AR01","6","2022","1100006199","5435","2017","     FA","     A","1300","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  129.96 ","0","0","0"," ARS"
"  AR01","6","2022","1100006200","5435","2017","     FA","     A","1301","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  4,909.51 ","0","0","0"," ARS"
"  AR01","6","2022","1100006201","5435","2017","     FA","     A","1302","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  7,837.24 ","0","0","0"," ARS"
"  AR01","6","2022","1100006202","5430","2017","     FA","     A","1303","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  492.69 ","0","0","0"," ARS"
"  AR01","6","2022","1100006203","5430","2017","     FA","     A","1304","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  2,070.96 ","0","0","0"," ARS"
"  AR01","6","2022","1100006205","5430","2017","     FA","     A","1305","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  1,596.87 ","0","0","0"," ARS"
"  AR01","6","2022","1100006207","5430","2017","     FA","     A","1306","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  3,915.79 ","0","0","0"," ARS"
"  AR01","6","2022","1100006208","5430","2017","     FA","     A","1307","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  1,533.98 ","0","0","0"," ARS"
"  AR01","6","2022","1100006209","5430","2017","     FA","     A","1308","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  126.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100006210","160","2017","     FA","     A","1309","34267","SAYAGO JULIO CESAR","    AR","20228291006","7000","0","0","21","  1,214.88 ","0","0","0"," ARS"
"  AR01","6","2022","1100006211","160","2017","     FA","     A","1310","34267","SAYAGO JULIO CESAR","    AR","20228291006","92520","0","0","21","  16,057.24 ","0","0","0"," ARS"
"  AR01","6","2022","1100006213","5430","2017","     FA","     A","1311","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  998.97 ","0","0","0"," ARS"
"  AR01","6","2022","1100006214","5430","2017","     FA","     A","1312","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  1,005.66 ","0","0","0"," ARS"
"  AR01","6","2022","1100006215","5430","2017","     FA","     A","1313","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  542.97 ","0","0","0"," ARS"
"  AR01","6","2022","1100006216","5430","2017","     FA","     A","1314","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  4,983.46 ","0","0","0"," ARS"
"  AR01","6","2022","1100006217","5430","2017","     FA","     A","1315","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  3,918.92 ","0","0","0"," ARS"
"  AR01","6","2022","1100006218","5430","2017","     FA","     A","1316","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","21","  3,259.51 ","0","0","0"," ARS"
"  AR01","6","2022","1100006219","161","2017","     FA","     A","1317","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  602.74 ","0","0","0"," ARS"
"  AR01","6","2022","1100006220","161","2017","     FA","     A","1318","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  446.32 ","0","0","0"," ARS"
"  AR01","6","2022","1100006253","160","2017","     FA","     A","1319","33991","TAMALLANCOS S.A.","    AR","33643235949","0","0","0","21","  420.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006254","5433","2017","     FA","     A","1320","33941","DIVERSEY DE ARGENTINA S.A.","    AR","30697276676","20005","0","0","21","  3,471.93 ","0","0","0"," ARS"
"  AR01","6","2022","1100006260","5435","2017","     FA","     A","1321","33930","ALEJANDRO JUAN YAMIN","    AR","20142049032","8712","0","0","21","  1,512.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006263","161","2017","     FA","     A","1322","34170","SHIGMA - AR S.R.L","    AR","30710841213","50860","0","0","21","  8,826.93 ","0","0","0"," ARS"
"  AR01","6","2022","1100006265","161","2017","     FA","     A","1323","34170","SHIGMA - AR S.R.L","    AR","30710841213","50860","0","0","21","  8,826.93 ","0","0","0"," ARS"
"  AR01","6","2022","1100006266","160","2017","     FA","     A","1324","64423","GRANDE CLIMATIZACIONES S.R.L","    AR","30715734407","81606","0","0","21","  14,163.03 ","0","0","0"," ARS"
"  AR01","6","2022","1100006267","160","2017","     FA","     A","1325","64423","GRANDE CLIMATIZACIONES S.R.L","    AR","30715734407","106117","0","0","21","  18,417.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006268","169","2017","     FA","     A","1326","33948","LA CAMIONERA MENDOCINA S.R.L.","    AR","33531122599","15707","0","0","21","  2,725.96 ","0","0","0"," ARS"
"  AR01","6","2022","1100006270","160","2017","     FA","     A","1327","65335","DISTRIBUIDORA AVM","    AR","30716247844","7770","0","0","21","  1,348.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006272","169","2017","     FA","     A","1328","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","0","0","0","21","  1,738.80 ","0","0","0"," ARS"
"  AR01","6","2022","1100006273","169","2017","     FA","     A","1329","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","0","0","0","21","  1,990.80 ","0","0","0"," ARS"
"  AR01","6","2022","1100006275","169","2017","     FA","     A","1330","51734","HELADOS MANNONE DE MANNONE","    AR","30715419552","30129","0","0","21","  5,229.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006276","169","2017","     FA","     A","1331","34147","JOSE ALBERTO AIZCORBE","    AR","20106216615","9278","0","0","21","  1,610.28 ","0","0","0"," ARS"
"  AR01","6","2022","1100006278","161","2017","     FA","     A","1332","34170","SHIGMA - AR S.R.L","    AR","30710841213","13577","0","0","21","  2,356.37 ","0","0","0"," ARS"
"  AR01","6","2022","1100006299","9509","2017","     FA","     A","1333","33524","CENTRO MEDICO INTEGRAL BUENOS","    AR","33556018079","24999","0","0","21","  4,338.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006300","5435","2017","     FA","     A","1334","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","21","  3,078.42 ","0","0","0"," ARS"
"  AR01","6","2022","1100006301","5435","2017","     FA","     A","1335","71740","JUGO PRESS SA","    AR","30715395343","12342","0","0","21","  2,142.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006302","5435","2017","     FA","     A","1336","71740","JUGO PRESS SA","    AR","30715395343","16456","0","0","21","  2,856.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006303","5435","2017","     FA","     A","1337","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  9,561.88 ","0","0","0"," ARS"
"  AR01","6","2022","1100006304","5435","2017","     FA","     A","1338","33996","ICEDREAM SRL","    AR","30657813865","0","0","0","21","  2,513.66 ","0","0","0"," ARS"
"  AR01","6","2022","1100006305","5435","2017","     FA","     A","1339","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","21","  514.54 ","0","0","0"," ARS"
"  AR01","6","2022","1100006306","5430","2017","     FA","     A","1340","34160","DE BUENO MATIAS FIDEL","    AR","20317233001","20268","0","0","21","  3,517.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100006309","161","2017","     FA","     A","1341","34160","DE BUENO MATIAS FIDEL","    AR","20317233001","58513","0","0","21","  10,155.18 ","0","0","0"," ARS"
"  AR01","6","2022","1100006484","164","2017","     FA","     A","1342","33620","SAHADE Y CIA. DE NANTEX S.A.","    AR","30708741759","610411","0","0","21","  105,939.02 ","0","0","0"," ARS"
"  AR01","6","2022","1100006531","5435","2017","     FA","     A","1343","59893","DE Y DE DESOBS Y DESAGOTES S.A","    AR","30632804969","19118","0","0","21","  3,318.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006574","164","2017","     FA","     A","1344","57967","ESTABLECIMIENTO FRIGORIFICO SA","    AR","30715533096","73698","0","0","21","  12,790.62 ","0","0","0"," ARS"
"  AR01","6","2022","1100006599","5433","2017","     FA","     A","1345","33774","ACQUAFREE SA","    AR","30680569424","5566","0","0","21","  966.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006685","9509","2017","     FA","     A","1346","34757","YANNI CARLOS ALBERTO","    AR","20116028620","45980","0","0","21","  7,980.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006759","162","2017","     FA","     A","1347","34254","FIRBIMATIC INTERNACIONAL S.A.","    AR","30691300613","103025","0","0","21","  17,880.45 ","0","0","0"," ARS"
"  AR01","6","2022","1100006790","169","2017","     FA","     A","1348","36191","MOTORES Y MATERIALES ELECTRICO","    AR","30556626843","6615","0","0","21","  987.95 ","0","0","0"," ARS"
"  AR01","6","2022","1100006804","169","2017","     FA","     A","1349","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","0","0","0","21","  1,990.80 ","0","0","0"," ARS"
"  AR01","6","2022","1100006807","164","2017","     FA","     A","1350","33994","THYSSENKRUPP ELEVADORES S.A. A","    AR","30683076755","0","0","0","21","  6,468.63 ","0","0","0"," ARS"
"  AR01","6","2022","1100006808","164","2017","     FA","     A","1351","33994","THYSSENKRUPP ELEVADORES S.A. A","    AR","30683076755","0","0","0","21","  6,468.63 ","0","0","0"," ARS"
